medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
4025151000006117	Primary malignant neoplasm of bronchus of right lower lobe	^ESCTPR402515		93731002	2
6362421000006110	Primary malignant neoplasm of buccal mucosa	^ESCTPR636242		371976008	60
6362431000006113	Primary malignant neoplasm of caecum	^ESCTPR636243		371977004	70
4025211000006112	Primary malignant neoplasm of cardia of stomach	^ESCTPR402521		93738008	10
4025221000006116	Primary malignant neoplasm of carina	^ESCTPR402522		93739000	10
4025281000006117	Primary malignant neoplasm of central portion of female breast	^ESCTPR402528		93745008	20
13686041000006113	Primary malignant neoplasm of central portion of female left breast	^ESCT1368604		353441000119103	2
13686071000006117	Primary malignant neoplasm of central portion of female right breast	^ESCT1368607		353521000119108	1
4025291000006119	Primary malignant neoplasm of cerebellum	^ESCTPR402529		93746009	2
4025311000006115	Primary malignant neoplasm of cerebral meninges	^ESCTPR402531		93747000	3
4025321000006111	Primary malignant neoplasm of cerebral ventricle	^ESCTPR402532		93748005	2
4025331000006114	Primary malignant neoplasm of cerebrum	^ESCTPR402533		93749002	10
4025351000006119	Primary malignant neoplasm of cheek	^ESCTPR402535		93753000	20
14062101000006118	Primary malignant neoplasm of choroid	^ESCT1406210		93755007	10
4025391000006113	Primary malignant neoplasm of ciliary body (primary)	^ESCTPR402539		93756008	2
4025411000006113	Primary malignant neoplasm of clavicle	^ESCTPR402541		93757004	2
4025461000006111	Primary malignant neoplasm of colon	^ESCTPR402546		93761005	90
6362511000006118	Primary malignant neoplasm of commissure of lip	^ESCTPR636251		371981004	1
4025471000006116	Primary malignant neoplasm of common bile duct	^ESCTPR402547		93763008	700
4025491000006115	Primary malignant neoplasm of conjunctiva (primary)	^ESCTPR402549		93764002	2
14498841000006117	Primary malignant neoplasm of conjunctiva of eye	^ESCT1449884		93764002	5
14498861000006118	Primary malignant neoplasm of cornea of eye	^ESCT1449886		93766000	1
4025571000006117	Primary malignant neoplasm of cystic duct	^ESCTPR402557		93770008	9
11928591000006113	Primary malignant neoplasm of descended testis	^ESCT1192859		109876001	30
4025591000006116	Primary malignant neoplasm of descending colon	^ESCTPR402559		93771007	20
4025601000006112	Primary malignant neoplasm of diaphragm	^ESCTPR402560		93772000	1
7339561000006115	Primary malignant neoplasm of distal bile duct	^ESCTPR733956		447416008	10
4025631000006116	Primary malignant neoplasm of duodenum	^ESCTPR402563		93775003	70
6871551000006115	Primary malignant neoplasm of ear, nose AND/OR throat	^ESCTPR687155		415177008	30
4025661000006113	Primary malignant neoplasm of endocardium	^ESCTPR402566		93778001	1
6362551000006117	Primary malignant neoplasm of endocrine gland	^ESCTPR636255		371983001	1
4025691000006117	Primary malignant neoplasm of endometrium	^ESCTPR402569		93781006	1000
4025741000006115	Primary malignant neoplasm of epiglottis	^ESCTPR402574		93784003	40
6362571000006110	Primary malignant neoplasm of esophagus	^ESCTPR636257		371984007	1
4025751000006118	Primary malignant neoplasm of ethmoid bone	^ESCTPR402575		93786001	2
4025771000006111	Primary malignant neoplasm of ethmoidal sinus	^ESCTPR402577		93787005	1
7320611000006113	Primary malignant neoplasm of extrahepatic bile duct	^ESCTPR732061		446189008	40
6362581000006113	Primary malignant neoplasm of eye	^ESCTPR636258		371986009	10
4025801000006113	Primary malignant neoplasm of face	^ESCTPR402580		93792007	30
6362591000006111	Primary malignant neoplasm of fallopian tube	^ESCTPR636259		371987000	60
6362601000006115	Primary malignant neoplasm of false vocal cord	^ESCTPR636260		371988005	2
4025821000006115	Primary malignant neoplasm of female breast	^ESCTPR402582		93796005	60
4025831000006117	Primary malignant neoplasm of female genital organ	^ESCTPR402583		93797001	50
13686031000006115	Primary malignant neoplasm of female left breast	^ESCT1368603		353431000119107	80
13686061000006112	Primary malignant neoplasm of female right breast	^ESCT1368606		353511000119101	60
4025841000006110	Primary malignant neoplasm of femur	^ESCTPR402584		93798006	90
4025861000006114	Primary malignant neoplasm of fibula	^ESCTPR402586		93799003	2
4025901000006119	Primary malignant neoplasm of floor of mouth	^ESCTPR402590		93802007	3
4025911000006116	Primary malignant neoplasm of foot	^ESCTPR402591		93803002	1
4025921000006112	Primary malignant neoplasm of forearm	^ESCTPR402592		93804008	1
4025931000006110	Primary malignant neoplasm of frontal bone	^ESCTPR402593		93806005	6
4025951000006115	Primary malignant neoplasm of frontal lobe	^ESCTPR402595		93807001	10
4025961000006118	Primary malignant neoplasm of frontal sinus	^ESCTPR402596		93808006	5
4025971000006113	Primary malignant neoplasm of fundus of stomach	^ESCTPR402597		93809003	1
6364691000006116	Primary malignant neoplasm of gallbladder	^ESCTPR636469		372139008	70
6250441000006117	Primary malignant neoplasm of gastrointestinal tract	^ESCTPR625044		363745004	30
4025981000006111	Primary malignant neoplasm of gingival mucosa	^ESCTPR402598		93812000	6
6362611000006117	Primary malignant neoplasm of glans penis	^ESCTPR636261		371989002	20
4025991000006114	Primary malignant neoplasm of glomus jugulare	^ESCTPR402599		93814004	1
4026021000006117	Primary malignant neoplasm of glottis	^ESCTPR402602		93816002	30
4026051000006114	Primary malignant neoplasm of greater curvature of stomach	^ESCTPR402605		93818001	5
6362621000006113	Primary malignant neoplasm of gum	^ESCTPR636262		371990006	20
4026071000006116	Primary malignant neoplasm of hand	^ESCTPR402607		93821004	1
6362631000006111	Primary malignant neoplasm of hard palate	^ESCTPR636263		371991005	20
4026081000006118	Primary malignant neoplasm of head	^ESCTPR402608		93824007	5
6364361000006116	Primary malignant neoplasm of head of pancreas	^ESCTPR636436		372119009	90
4026091000006115	Primary malignant neoplasm of heart	^ESCTPR402609		93825008	1
4026101000006114	Primary malignant neoplasm of hepatic flexure of colon	^ESCTPR402610		93826009	50
4026111000006112	Primary malignant neoplasm of hilus of lung	^ESCTPR402611		93827000	90
4026161000006110	Primary malignant neoplasm of hypopharynx	^ESCTPR402616		93831006	80
4026171000006115	Primary malignant neoplasm of ileum	^ESCTPR402617		93832004	9
4026181000006117	Primary malignant neoplasm of ilium	^ESCTPR402618		93833009	10
4163101000006116	Primary malignant neoplasm of ill-defined site	^ESCTPR416310		109357005	1
4026221000006114	Primary malignant neoplasm of inner aspect of lower lip	^ESCTPR402622		93836001	1
6362641000006118	Primary malignant neoplasm of intestinal tract	^ESCTPR636264		371992003	20
4026241000006119	Primary malignant neoplasm of intra-abdominal organs	^ESCTPR402624		93839008	10
7334851000006116	Primary malignant neoplasm of intrahepatic bile duct	^ESCTPR733485		447109003	60
720581000006118	Primary malignant neoplasm of intrathoracic organs	B26	B26..00	93841009	400
4026301000006112	Primary malignant neoplasm of jaw	^ESCTPR402630		93845000	4
4026311000006110	Primary malignant neoplasm of jejunum	^ESCTPR402631		93846004	20
4026331000006116	Primary malignant neoplasm of kidney	^ESCTPR402633		93849006	200
4026351000006111	Primary malignant neoplasm of labia minora	^ESCTPR402635		93851005	1
4026361000006113	Primary malignant neoplasm of large intestine	^ESCTPR402636		93854002	30
6362661000006119	Primary malignant neoplasm of laryngeal aspect of aryepiglottic fold	^ESCTPR636266		371994002	3
4163271000006115	Primary malignant neoplasm of laryngeal cartilage	^ESCTPR416327		109370001	5
6362671000006114	Primary malignant neoplasm of larynx	^ESCTPR636267		371995001	100
4026411000006117	Primary malignant neoplasm of lateral wall of oropharynx	^ESCTPR402641		93862005	1
6325811000006119	Primary malignant neoplasm of left fallopian tube	^ESCTPR632581		369513003	1
8113731000006110	Primary malignant neoplasm of left kidney	^ESCTPR811373		354351000119105	100
14140751000006119	Primary malignant neoplasm of left lung	^ESCT1414075		890528009	40
13686161000006111	Primary malignant neoplasm of left male breast	^ESCT1368616		354491000119109	1
6325951000006110	Primary malignant neoplasm of left ovary	^ESCTPR632595		369522002	3
14474601000006119	Primary malignant neoplasm of left renal pelvis	^ESCT1447460		353111000119108	1
14142411000006113	Primary malignant neoplasm of left testis	^ESCT1414241		895358004	20
4026441000006118	Primary malignant neoplasm of left upper lobe of lung	^ESCTPR402644		93865007	4
14142361000006117	Primary malignant neoplasm of left ureter	^ESCT1414236		895354002	6
4026461000006119	Primary malignant neoplasm of lesser curvature of stomach	^ESCTPR402646		93867004	30
4026471000006114	Primary malignant neoplasm of lingual tonsil	^ESCTPR402647		93868009	2
6362681000006112	Primary malignant neoplasm of lip	^ESCTPR636268		371996000	10
157732017	Primary malignant neoplasm of liver	B150	B150.00	95214007	5000
288692018	Primary malignant neoplasm of liver NOS	B150z	B150z00	95214007	400
6362691000006110	Primary malignant neoplasm of lower gum	^ESCTPR636269		371997009	20
7373151000006111	Primary malignant neoplasm of lower leg	^ESCTPR737315		449635006	5
4026561000006118	Primary malignant neoplasm of lower limb	^ESCTPR402656		93875005	2
4026421000006113	Primary malignant neoplasm of lower lobe of left lung	^ESCTPR402642		93864006	5
6364271000006119	Primary malignant neoplasm of lower lobe, bronchus or lung	^ESCTPR636427		372110008	50
6362701000006110	Primary malignant neoplasm of lower third of oesophagus	^ESCTPR636270		371998004	10
1773111000006111	Primary malignant neoplasm of lung	EMISNQPR69		93880001	50000
4026631000006114	Primary malignant neoplasm of major salivary gland	^ESCTPR402663		93883004	3
4026641000006116	Primary malignant neoplasm of male breast	^ESCTPR402664		93884005	1
4026651000006119	Primary malignant neoplasm of male genital organ	^ESCTPR402665		93885006	1
4026661000006117	Primary malignant neoplasm of mandible	^ESCTPR402666		93886007	10
4026681000006110	Primary malignant neoplasm of maxilla	^ESCTPR402668		93888008	300
4026701000006113	Primary malignant neoplasm of maxillary sinus	^ESCTPR402670		93889000	50
4026731000006117	Primary malignant neoplasm of mediastinum	^ESCTPR402673		93891008	4
4171691000006114	Primary malignant neoplasm of meninges	^ESCTPR417169		109915008	6
4026761000006114	Primary malignant neoplasm of middle ear	^ESCTPR402676		93894000	1
6362721000006117	Primary malignant neoplasm of middle third of oesophagus	^ESCTPR636272		371999007	8
6362741000006112	Primary malignant neoplasm of minor salivary gland	^ESCTPR636274		372000001	8
4026921000006118	Primary malignant neoplasm of muscle	^ESCTPR402692		93913006	10
4026841000006115	Primary malignant neoplasm of muscle of lower limb	^ESCTPR402684		93905005	1
4026911000006114	Primary malignant neoplasm of muscle of upper limb	^ESCTPR402691		93912001	1
4026941000006113	Primary malignant neoplasm of myometrium	^ESCTPR402694		93915004	1
4026951000006110	Primary malignant neoplasm of nasal bone	^ESCTPR402695		93916003	1
4026971000006117	Primary malignant neoplasm of nasal cavity	^ESCTPR402697		93917007	20
13674691000006113	Primary malignant neoplasm of nasopharynx	^ESCT1367469		226521000119108	10
4027001000006112	Primary malignant neoplasm of neck	^ESCTPR402700		93922007	70
14474441000006119	Primary malignant neoplasm of neck of pancreas	^ESCT1447444		352701000119102	1
4027021000006119	Primary malignant neoplasm of nipple of female breast	^ESCTPR402702		93924008	20
4027091000006117	Primary malignant neoplasm of occipital lobe	^ESCTPR402709		93928006	1
7832961000006115	Primary malignant neoplasm of oesophagogastric junction	^ESCTPR783296		722533007	30
6362561000006115	Primary malignant neoplasm of oesophagus	^ESCTPR636256		371984007	80
4027111000006114	Primary malignant neoplasm of olfactory nerve	^ESCTPR402711		93930008	3
4028971000006118	Primary malignant neoplasm of omentum	^ESCTPR402897		94090003	4
4027121000006118	Primary malignant neoplasm of optic nerve	^ESCTPR402712		93931007	1
6362751000006114	Primary malignant neoplasm of oral cavity	^ESCTPR636275		372001002	50
4027131000006115	Primary malignant neoplasm of orbit	^ESCTPR402713		93932000	3
4027141000006113	Primary malignant neoplasm of oropharynx	^ESCTPR402714		93933005	50
4027151000006110	Primary malignant neoplasm of ovary	^ESCTPR402715		93934004	300
14626941000006115	Primary malignant neoplasm of overlapping sites of cervix uteri	^ESCT1462694		188180002	1
6362761000006111	Primary malignant neoplasm of palate	^ESCTPR636276		372002009	30
6362771000006116	Primary malignant neoplasm of pancreas	^ESCTPR636277		372003004	400
4027171000006117	Primary malignant neoplasm of pancreatic duct	^ESCTPR402717		93939009	20
289413011	Primary malignant neoplasm of paraganglion	B545	B545.00	93941005	200
4027211000006115	Primary malignant neoplasm of parathyroid gland	^ESCTPR402721		93943008	5
4027261000006117	Primary malignant neoplasm of parietal peritoneum	^ESCTPR402726		93947009	40
6362781000006118	Primary malignant neoplasm of parotid gland	^ESCTPR636278		372004005	30
4027321000006116	Primary malignant neoplasm of pelvic peritoneum	^ESCTPR402732		93952004	2
4027331000006118	Primary malignant neoplasm of pelvis	^ESCTPR402733		93953009	10
6362791000006115	Primary malignant neoplasm of penis	^ESCTPR636279		372005006	100
4027361000006110	Primary malignant neoplasm of perianal skin	^ESCTPR402736		93956001	70
4027381000006117	Primary malignant neoplasm of pericardium	^ESCTPR402738		93957005	1
7330371000006113	Primary malignant neoplasm of perihilar bile duct	^ESCTPR733037		446807009	1
4027401000006117	Primary malignant neoplasm of perirenal tissue	^ESCTPR402740		93958000	1
4027431000006113	Primary malignant neoplasm of pharynx	^ESCTPR402743		93961004	60
4027441000006115	Primary malignant neoplasm of pineal gland	^ESCTPR402744		93962006	10
4027461000006116	Primary malignant neoplasm of pituitary gland	^ESCTPR402746		93964007	4
155468010	Primary malignant neoplasm of placenta	B42	B42..00	721567004	50
4027471000006111	Primary malignant neoplasm of pleura	^ESCTPR402747		93966009	40
4027491000006112	Primary malignant neoplasm of posterior hypopharyngeal wall	^ESCTPR402749		93968005	8
13490121000006117	Primary malignant neoplasm of posterior wall of urinary bladder	^ESCT1349012		93972009	1
6362801000006119	Primary malignant neoplasm of prepuce	^ESCTPR636280		372006007	10
4027531000006112	Primary malignant neoplasm of presacral region	^ESCTPR402753		93973004	4
4027551000006117	Primary malignant neoplasm of prostate	^ESCTPR402755		93974005	4000
7696241000006114	Primary malignant neoplasm of prostate metastatic to bone	^ESCTPR769624		712849003	3
4027561000006115	Primary malignant neoplasm of pubis	^ESCTPR402756		93975006	30
4027581000006113	Primary malignant neoplasm of pyloric antrum	^ESCTPR402758		93976007	9
4027591000006111	Primary malignant neoplasm of pylorus	^ESCTPR402759		93977003	10
4027601000006115	Primary malignant neoplasm of pyriform sinus	^ESCTPR402760		93978008	30
4027611000006117	Primary malignant neoplasm of radius	^ESCTPR402761		93979000	2
4027631000006111	Primary malignant neoplasm of rectosigmoid junction	^ESCTPR402763		93980002	70
4027671000006114	Primary malignant neoplasm of rectum	^ESCTPR402767		93984006	400
4027681000006112	Primary malignant neoplasm of renal pelvis	^ESCTPR402768		93985007	60
14498881000006111	Primary malignant neoplasm of retina	^ESCT1449888		93987004	10
4027701000006110	Primary malignant neoplasm of retina (primary)	^ESCTPR402770		93987004	10
